,receiver
5797,21
5798,16
5799,5
5800,3
5801,7
5802,3
5803,14
5804,7
5805,7
5806,6
5807,3
5808,7
5809,6
5810,22
5811,4
5812,22
5813,7
5814,21
5815,7
5816,11
5817,12
5818,6
5819,7
5820,5
5821,9
5822,11
5823,10
5824,8
5825,19
5826,10
5827,15
5828,16
5829,6
5830,16
5831,15
5832,5
5833,14
5834,18
5835,12
5836,3
5837,16
5838,5
5839,20
5840,16
5841,2
5842,12
5843,7
5844,3
5845,6
5846,5
5847,17
5848,14
5849,9
5850,7
5851,8
5852,13
5853,9
5854,19
5855,7
5856,11
5857,9
5858,12
5859,7
5860,20
5861,4
5862,5
5863,19
5864,4
5865,3
5866,22
5867,22
5868,2
5869,8
5870,19
5871,16
5872,16
5873,11
5874,6
5875,5
5876,15
5877,13
5878,4
5879,13
5880,2
5881,7
5882,13
5883,10
5884,8
5885,22
5886,3
5887,17
5888,2
5889,10
5890,3
5891,2
5892,18
5893,19
5894,7
5895,17
5896,12
5897,9
5898,21
5899,12
5900,7
5901,13
5902,11
5903,9
5904,16
5905,1
5906,14
5907,6
5908,1
5909,2
5910,14
5911,22
5912,15
5913,16
5914,1
5915,14
5916,15
5917,8
5918,4
5919,7
5920,17
5921,4
5922,18
5923,5
5924,10
5925,21
5926,15
5927,15
5928,6
5929,20
5930,6
5931,21
5932,4
5933,6
5934,3
5935,21
5936,15
5937,1
5938,5
5939,22
5940,9
5941,11
5942,20
5943,9
5944,20
5945,14
5946,1
5947,11
5948,7
5949,10
5950,9
5951,14
5952,20
5953,2
5954,3
5955,17
5956,6
5957,13
5958,10
5959,14
5960,9
5961,5
5962,15
5963,13
5964,18
5965,2
5966,2
5967,2
5968,6
5969,17
5970,4
5971,1
5972,1
5973,19
5974,20
5975,13
5976,3
5977,5
5978,3
5979,9
5980,6
5981,1
5982,5
5983,12
5984,4
5985,6
5986,1
5987,17
5988,7
5989,1
5990,11
5991,15
5992,16
5993,5
5994,8
5995,6
5996,11
5997,14
5998,14
5999,4
6000,12
6001,3
6002,17
6003,17
6004,3
6005,17
6006,11
6007,4
6008,18
6009,22
6010,18
6011,11
6012,22
6013,6
6014,1
6015,16
6016,9
6017,14
6018,13
6019,4
6020,5
6021,2
6022,2
6023,16
6024,16
6025,7
6026,11
6027,10
6028,1
6029,5
6030,10
6031,2
6032,10
6033,6
6034,17
6035,11
6036,2
6037,22
6038,21
6039,18
6040,3
6041,16
6042,16
6043,10
6044,16
6045,22
6046,6
6047,3
6048,4
6049,14
6050,4
6051,19
6052,7
6053,2
6054,5
6055,10
6056,9
6057,16
6058,20
6059,17
6060,8
6061,21
6062,7
6063,15
6064,2
6065,15
6066,16
6067,1
6068,15
6069,7
6070,10
6071,13
6072,20
6073,16
6074,14
6075,16
6076,3
6077,10
6078,20
6079,10
6080,11
6081,10
6082,17
6083,17
6084,1
6085,5
6086,5
6087,9
6088,20
6089,2
6090,4
6091,17
6092,20
6093,1
6094,21
6095,18
6096,13
6097,7
6098,5
6099,15
6100,13
6101,1
6102,15
6103,22
6104,17
6105,6
6106,4
6107,15
6108,19
6109,1
6110,5
6111,5
6112,9
6113,8
6114,13
6115,7
6116,18
6117,2
6118,20
6119,3
6120,2
6121,4
6122,5
6123,1
6124,13
6125,4
6126,8
6127,6
6128,14
6129,18
6130,21
6131,5
6132,20
6133,14
6134,9
6135,13
6136,18
6137,3
6138,7
6139,5
6140,9
6141,5
6142,12
6143,6
6144,21
6145,12
6146,2
6147,17
6148,5
6149,15
6150,13
6151,6
6152,19
6153,7
6154,13
6155,19
6156,12
6157,10
6158,17
6159,13
6160,15
6161,18
6162,3
6163,5
6164,3
6165,5
6166,6
6167,17
6168,1
6169,20
6170,10
6171,4
6172,2
6173,2
6174,14
6175,21
6176,8
6177,16
6178,20
6179,8
6180,20
6181,22
6182,4
6183,3
6184,8
6185,18
6186,2
6187,20
6188,20
6189,3
6190,22
6191,21
6192,19
6193,14
6194,17
6195,19
6196,1
6197,10
6198,5
6199,18
6200,8
6201,10
6202,3
6203,18
6204,13
6205,8
6206,14
6207,14
6208,7
6209,19
6210,15
6211,17
6212,14
6213,13
6214,6
6215,18
6216,19
6217,16
6218,7
6219,5
6220,2
6221,4
6222,4
6223,8
6224,1
6225,19
6226,4
6227,9
6228,14
6229,19
6230,7
6231,20
6232,10
6233,10
6234,21
6235,12
6236,2
6237,18
6238,17
6239,22
6240,3
6241,2
6242,14
6243,11
6244,11
6245,7
6246,21
6247,17
6248,8
6249,21
6250,14
6251,3
6252,2
6253,7
6254,19
6255,13
6256,22
6257,13
6258,3
6259,5
6260,9
6261,10
6262,9
6263,15
6264,4
6265,7
6266,8
6267,18
6268,3
6269,6
6270,4
6271,1
6272,6
6273,2
6274,6
6275,13
6276,12
6277,7
6278,15
6279,7
6280,20
6281,22
6282,3
6283,15
6284,13
6285,7
6286,13
6287,8
6288,18
6289,18
6290,15
6291,17
6292,19
6293,12
6294,11
6295,16
6296,7
6297,17
6298,16
6299,21
6300,9
6301,2
6302,16
6303,13
6304,12
6305,13
6306,11
6307,18
6308,13
6309,15
6310,2
6311,17
6312,10
6313,8
6314,10
6315,19
6316,16
6317,1
6318,11
6319,3
6320,6
6321,19
6322,11
6323,2
6324,1
6325,10
6326,3
6327,5
6328,3
6329,13
6330,8
6331,6
6332,14
6333,21
6334,20
6335,7
6336,19
6337,6
6338,4
6339,19
6340,4
6341,22
6342,16
6343,10
6344,4
6345,2
6346,5
6347,13
6348,14
6349,2
6350,1
6351,14
6352,14
6353,16
6354,3
6355,4
6356,14
6357,13
6358,1
6359,10
6360,9
6361,14
6362,11
6363,7
6364,19
6365,14
6366,21
6367,18
6368,8
6369,18
6370,8
6371,5
6372,9
6373,9
6374,20
6375,10
6376,3
6377,3
6378,11
6379,6
6380,15
6381,15
6382,21
6383,5
6384,5
6385,12
6386,16
6387,19
6388,1
6389,7
6390,4
6391,15
6392,21
6393,1
6394,6
6395,3
6396,10
6397,5
6398,7
6399,14
6400,12
6401,15
6402,12
6403,8
6404,4
6405,7
6406,4
6407,5
6408,14
6409,2
6410,11
6411,2
6412,3
6413,6
6414,12
6415,5
6416,8
6417,18
6418,6
6419,8
6420,8
6421,3
6422,21
6423,6
6424,16
6425,16
6426,3
6427,6
6428,19
6429,3
6430,4
6431,16
6432,6
6433,7
6434,12
6435,17
6436,11
6437,16
6438,5
6439,5
6440,22
6441,8
6442,11
6443,19
6444,5
6445,15
6446,15
6447,3
6448,17
6449,20
6450,13
6451,1
6452,2
6453,7
6454,12
6455,15
6456,22
6457,21
6458,9
6459,2
6460,13
6461,18
6462,22
6463,6
6464,4
6465,18
6466,14
6467,20
6468,1
6469,7
6470,16
6471,5
6472,7
6473,8
6474,8
6475,20
6476,7
6477,22
6478,18
6479,11
6480,11
6481,15
6482,5
6483,4
6484,2
6485,9
6486,20
6487,3
6488,8
6489,3
6490,9
6491,1
6492,7
6493,9
6494,3
6495,4
6496,11
6497,14
6498,3
6499,11
6500,21
6501,17
6502,5
6503,18
6504,21
6505,1
6506,15
6507,3
6508,9
6509,16
6510,11
6511,5
6512,20
6513,21
6514,21
6515,21
6516,3
6517,8
6518,1
6519,2
6520,11
6521,3
6522,6
6523,5
6524,19
6525,3
6526,10
6527,18
6528,13
6529,15
6530,22
6531,9
6532,3
6533,15
6534,17
6535,10
6536,21
6537,15
6538,7
6539,6
6540,16
6541,16
6542,1
6543,17
6544,13
6545,4
6546,5
6547,22
6548,13
6549,16
6550,12
6551,2
6552,1
6553,5
6554,11
6555,11
6556,16
6557,4
6558,7
6559,6
6560,3
6561,4
6562,15
6563,3
6564,13
6565,15
6566,19
6567,3
6568,3
6569,10
6570,16
6571,10
6572,16
6573,1
6574,3
6575,3
6576,8
6577,14
6578,9
6579,15
6580,18
6581,21
6582,13
6583,3
6584,9
6585,8
6586,14
6587,5
6588,21
6589,4
6590,3
6591,2
6592,12
6593,10
6594,1
6595,17
6596,8
6597,7
6598,5
6599,18
6600,4
6601,7
6602,6
6603,2
6604,8
6605,10
6606,5
6607,10
6608,8
6609,15
6610,17
6611,1
6612,17
6613,18
6614,19
6615,13
6616,22
6617,8
6618,16
6619,21
6620,16
6621,10
6622,2
6623,19
6624,20
6625,12
6626,5
6627,3
6628,19
6629,17
6630,3
6631,20
6632,14
6633,5
6634,20
6635,13
6636,20
6637,12
6638,22
6639,11
6640,10
6641,1
6642,8
6643,3
6644,6
6645,17
6646,2
6647,21
6648,17
6649,3
6650,5
6651,16
6652,21
6653,6
6654,11
6655,3
6656,4
6657,8
6658,3
6659,10
6660,8
6661,20
6662,4
6663,13
6664,12
6665,12
6666,18
6667,6
6668,8
6669,8
6670,11
6671,20
6672,1
6673,4
6674,2
6675,2
6676,20
6677,9
6678,4
6679,16
6680,17
6681,20
6682,18
6683,13
6684,13
6685,11
6686,3
6687,13
6688,16
6689,15
6690,13
6691,10
6692,14
6693,1
6694,10
6695,19
6696,16
6697,15
6698,8
6699,16
6700,15
6701,22
6702,11
6703,4
6704,19
6705,5
6706,5
6707,3
6708,5
6709,9
6710,2
6711,14
6712,2
6713,16
6714,16
6715,6
6716,4
6717,7
6718,14
6719,17
6720,20
6721,16
6722,13
6723,15
6724,7
6725,22
6726,5
6727,18
6728,19
6729,1
6730,2
6731,2
6732,19
6733,14
6734,3
6735,13
6736,22
6737,15
6738,12
6739,8
6740,19
6741,20
6742,19
6743,15
6744,6
6745,18
6746,17
6747,2
6748,6
6749,9
6750,7
6751,14
6752,12
6753,4
6754,22
6755,20
6756,18
6757,7
6758,12
6759,21
6760,10
6761,20
6762,20
6763,19
6764,8
6765,3
6766,2
6767,11
6768,9
6769,3
6770,13
6771,12
6772,12
6773,9
6774,16
6775,11
6776,11
6777,3
6778,10
6779,7
6780,14
6781,9
6782,7
6783,12
6784,4
6785,12
6786,8
6787,14
6788,6
6789,21
6790,14
6791,9
6792,1
6793,4
6794,17
6795,9
6796,2
6797,2
6798,6
6799,18
6800,19
6801,21
6802,7
6803,8
6804,6
6805,16
6806,15
6807,13
6808,7
6809,7
6810,17
6811,8
6812,4
6813,15
6814,20
6815,7
6816,20
6817,9
6818,2
6819,20
6820,3
6821,10
6822,6
6823,9
6824,17
6825,2
6826,5
6827,20
6828,7
6829,3
6830,19
6831,4
6832,4
6833,9
6834,1
6835,13
6836,4
6837,22
6838,5
6839,20
6840,20
6841,4
6842,8
6843,14
6844,20
6845,1
6846,15
6847,2
6848,20
6849,7
6850,8
6851,17
6852,17
6853,22
6854,6
6855,12
6856,21
6857,14
6858,6
6859,5
6860,22
6861,6
6862,18
6863,6
6864,2
6865,7
6866,1
6867,14
6868,11
6869,22
6870,10
6871,6
6872,5
6873,7
6874,7
6875,4
6876,1
6877,13
6878,22
6879,11
6880,13
6881,3
6882,17
6883,2
6884,13
6885,17
6886,16
6887,12
6888,20
6889,21
6890,16
6891,16
6892,5
6893,10
6894,15
6895,1
6896,18
6897,1
6898,16
6899,1
6900,14
6901,4
6902,21
6903,1
6904,4
6905,7
6906,12
6907,21
6908,15
6909,12
6910,10
6911,21
6912,4
6913,4
6914,9
6915,15
6916,11
6917,16
6918,11
6919,11
6920,4
6921,18
6922,20
6923,5
6924,22
6925,22
6926,3
6927,4
6928,5
6929,9
6930,8
6931,14
6932,20
6933,3
6934,15
6935,6
6936,4
6937,20
6938,5
6939,13
6940,22
6941,20
6942,10
6943,1
6944,2
